ServerIp	CCU	CreatedAt (PDT)	CreatedAt (UTC)
54.75.238.163	373	2014-07-31 12:11:46	2014-07-31 19:11:46
54.75.238.163	375	2014-07-31 12:13:16	2014-07-31 19:13:16
54.75.238.163	383	2014-07-31 12:14:16	2014-07-31 19:14:16
54.75.238.163	376	2014-07-31 12:15:16	2014-07-31 19:15:16
54.75.238.163	372	2014-07-31 12:16:16	2014-07-31 19:16:16
54.75.238.163	379	2014-07-31 12:17:46	2014-07-31 19:17:46
54.75.238.163	383	2014-07-31 12:18:46	2014-07-31 19:18:46
54.75.238.163	385	2014-07-31 12:19:46	2014-07-31 19:19:46
54.75.238.163	383	2014-07-31 12:21:16	2014-07-31 19:21:16
54.75.238.163	385	2014-07-31 12:22:16	2014-07-31 19:22:16
54.75.238.163	395	2014-07-31 12:23:16	2014-07-31 19:23:16
54.75.238.163	404	2014-07-31 12:24:46	2014-07-31 19:24:46
54.75.238.163	413	2014-07-31 12:25:46	2014-07-31 19:25:46
54.75.238.163	419	2014-07-31 12:26:46	2014-07-31 19:26:46
54.75.238.163	413	2014-07-31 12:27:46	2014-07-31 19:27:46
54.75.238.163	405	2014-07-31 12:28:46	2014-07-31 19:28:46
54.75.238.163	426	2014-07-31 12:29:46	2014-07-31 19:29:46
54.75.238.163	424	2014-07-31 12:30:46	2014-07-31 19:30:46
54.75.238.163	418	2014-07-31 12:31:46	2014-07-31 19:31:46
54.75.238.163	405	2014-07-31 12:32:46	2014-07-31 19:32:46
54.75.238.163	410	2014-07-31 12:34:16	2014-07-31 19:34:16
54.75.238.163	407	2014-07-31 12:35:16	2014-07-31 19:35:16
54.75.238.163	415	2014-07-31 12:36:16	2014-07-31 19:36:16
54.75.238.163	400	2014-07-31 12:37:46	2014-07-31 19:37:46
54.75.238.163	392	2014-07-31 12:38:46	2014-07-31 19:38:46
54.75.238.163	402	2014-07-31 12:40:16	2014-07-31 19:40:16
54.75.238.163	410	2014-07-31 12:41:16	2014-07-31 19:41:16
54.75.238.163	420	2014-07-31 12:42:16	2014-07-31 19:42:16
54.75.238.163	424	2014-07-31 12:43:46	2014-07-31 19:43:46
54.75.238.163	424	2014-07-31 12:44:46	2014-07-31 19:44:46
54.75.238.163	435	2014-07-31 12:45:46	2014-07-31 19:45:46
54.75.238.163	411	2014-07-31 12:47:16	2014-07-31 19:47:16
54.75.238.163	428	2014-07-31 12:48:16	2014-07-31 19:48:16
54.75.238.163	424	2014-07-31 12:49:16	2014-07-31 19:49:16
54.75.238.163	420	2014-07-31 12:50:16	2014-07-31 19:50:16
54.75.238.163	432	2014-07-31 12:51:16	2014-07-31 19:51:16
54.75.238.163	417	2014-07-31 12:52:16	2014-07-31 19:52:16
54.75.238.163	425	2014-07-31 12:53:16	2014-07-31 19:53:16
54.75.238.163	425	2014-07-31 12:54:16	2014-07-31 19:54:16
54.75.238.163	427	2014-07-31 12:55:16	2014-07-31 19:55:16
54.75.238.163	433	2014-07-31 12:56:46	2014-07-31 19:56:46
54.75.238.163	428	2014-07-31 12:57:46	2014-07-31 19:57:46
54.75.238.163	425	2014-07-31 12:58:46	2014-07-31 19:58:46
54.75.238.163	419	2014-07-31 12:59:46	2014-07-31 19:59:46
54.75.238.163	416	2014-07-31 13:00:46	2014-07-31 20:00:46
54.75.238.163	409	2014-07-31 13:01:46	2014-07-31 20:01:46
54.75.238.163	423	2014-07-31 13:02:46	2014-07-31 20:02:46
54.75.238.163	426	2014-07-31 13:03:46	2014-07-31 20:03:46
54.75.238.163	422	2014-07-31 13:04:46	2014-07-31 20:04:46
54.75.238.163	420	2014-07-31 13:06:16	2014-07-31 20:06:16
54.75.238.163	426	2014-07-31 13:07:16	2014-07-31 20:07:16
54.75.238.163	415	2014-07-31 13:08:16	2014-07-31 20:08:16
54.75.238.163	429	2014-07-31 13:09:46	2014-07-31 20:09:46
54.75.238.163	426	2014-07-31 13:10:46	2014-07-31 20:10:46
54.75.238.163	430	2014-07-31 13:12:16	2014-07-31 20:12:16
54.75.238.163	434	2014-07-31 13:13:16	2014-07-31 20:13:16
54.75.238.163	442	2014-07-31 13:14:16	2014-07-31 20:14:16
54.75.238.163	453	2014-07-31 13:15:46	2014-07-31 20:15:46
54.75.238.163	453	2014-07-31 13:16:46	2014-07-31 20:16:46
54.75.238.163	462	2014-07-31 13:18:16	2014-07-31 20:18:16
54.75.238.163	449	2014-07-31 13:19:16	2014-07-31 20:19:16
54.75.238.163	447	2014-07-31 13:20:16	2014-07-31 20:20:16
54.75.238.163	438	2014-07-31 13:21:16	2014-07-31 20:21:16
54.75.238.163	444	2014-07-31 13:22:16	2014-07-31 20:22:16
54.75.238.163	433	2014-07-31 13:23:16	2014-07-31 20:23:16
54.75.238.163	425	2014-07-31 13:24:16	2014-07-31 20:24:16
54.75.238.163	447	2014-07-31 13:25:16	2014-07-31 20:25:16
54.75.238.163	452	2014-07-31 13:26:16	2014-07-31 20:26:16
54.75.238.163	453	2014-07-31 13:27:46	2014-07-31 20:27:46
54.75.238.163	456	2014-07-31 13:28:46	2014-07-31 20:28:46
54.75.238.163	454	2014-07-31 13:29:46	2014-07-31 20:29:46
54.75.238.163	443	2014-07-31 13:31:16	2014-07-31 20:31:16
54.75.238.163	439	2014-07-31 13:32:16	2014-07-31 20:32:16
54.75.238.163	449	2014-07-31 13:33:16	2014-07-31 20:33:16
54.75.238.163	449	2014-07-31 13:34:16	2014-07-31 20:34:16
54.75.238.163	470	2014-07-31 13:35:16	2014-07-31 20:35:16
54.75.238.163	480	2014-07-31 13:36:16	2014-07-31 20:36:16
54.75.238.163	497	2014-07-31 13:37:16	2014-07-31 20:37:16
54.75.238.163	494	2014-07-31 13:38:16	2014-07-31 20:38:16
54.75.238.163	478	2014-07-31 13:39:16	2014-07-31 20:39:16
54.75.238.163	481	2014-07-31 13:40:46	2014-07-31 20:40:46
54.75.238.163	480	2014-07-31 13:41:47	2014-07-31 20:41:47
54.75.238.163	482	2014-07-31 13:42:46	2014-07-31 20:42:46
54.75.238.163	476	2014-07-31 13:43:46	2014-07-31 20:43:46
54.75.238.163	472	2014-07-31 13:44:46	2014-07-31 20:44:46
54.75.238.163	479	2014-07-31 13:46:16	2014-07-31 20:46:16
54.75.238.163	464	2014-07-31 13:47:46	2014-07-31 20:47:46
54.75.238.163	456	2014-07-31 13:48:46	2014-07-31 20:48:46
54.75.238.163	469	2014-07-31 13:49:46	2014-07-31 20:49:46
54.75.238.163	457	2014-07-31 13:50:46	2014-07-31 20:50:46
54.75.238.163	460	2014-07-31 13:51:47	2014-07-31 20:51:47
54.75.238.163	472	2014-07-31 13:52:46	2014-07-31 20:52:46
54.75.238.163	476	2014-07-31 13:53:46	2014-07-31 20:53:46
54.75.238.163	471	2014-07-31 13:54:46	2014-07-31 20:54:46
54.75.238.163	480	2014-07-31 13:55:46	2014-07-31 20:55:46
54.75.238.163	479	2014-07-31 13:56:46	2014-07-31 20:56:46
54.75.238.163	496	2014-07-31 13:57:46	2014-07-31 20:57:46
54.75.238.163	479	2014-07-31 13:58:46	2014-07-31 20:58:46
54.75.238.163	476	2014-07-31 13:59:46	2014-07-31 20:59:46
54.75.238.163	471	2014-07-31 14:01:16	2014-07-31 21:01:16
54.75.238.163	471	2014-07-31 14:02:17	2014-07-31 21:02:17
54.75.238.163	459	2014-07-31 14:03:16	2014-07-31 21:03:16
54.75.238.163	461	2014-07-31 14:04:46	2014-07-31 21:04:46
54.75.238.163	471	2014-07-31 14:05:46	2014-07-31 21:05:46
54.75.238.163	467	2014-07-31 14:06:47	2014-07-31 21:06:47
54.75.238.163	464	2014-07-31 14:07:47	2014-07-31 21:07:47
54.75.238.163	467	2014-07-31 14:08:47	2014-07-31 21:08:47
54.75.238.163	469	2014-07-31 14:09:47	2014-07-31 21:09:47
54.75.238.163	461	2014-07-31 14:10:47	2014-07-31 21:10:47
54.75.238.163	473	2014-07-31 14:12:17	2014-07-31 21:12:17
54.75.238.163	477	2014-07-31 14:13:17	2014-07-31 21:13:17
54.75.238.163	475	2014-07-31 14:14:17	2014-07-31 21:14:17
54.75.238.163	461	2014-07-31 14:15:47	2014-07-31 21:15:47
54.75.238.163	460	2014-07-31 14:16:47	2014-07-31 21:16:47
54.75.238.163	471	2014-07-31 14:17:47	2014-07-31 21:17:47
54.75.238.163	462	2014-07-31 14:18:47	2014-07-31 21:18:47
54.75.238.163	459	2014-07-31 14:19:47	2014-07-31 21:19:47
54.75.238.163	453	2014-07-31 14:20:47	2014-07-31 21:20:47
54.75.238.163	453	2014-07-31 14:21:47	2014-07-31 21:21:47
54.75.238.163	464	2014-07-31 14:23:17	2014-07-31 21:23:17
54.75.238.163	460	2014-07-31 14:24:17	2014-07-31 21:24:17
54.75.238.163	478	2014-07-31 14:25:17	2014-07-31 21:25:17
54.75.238.163	472	2014-07-31 14:26:47	2014-07-31 21:26:47
54.75.238.163	479	2014-07-31 14:27:47	2014-07-31 21:27:47
54.75.238.163	476	2014-07-31 14:28:47	2014-07-31 21:28:47
54.75.238.163	482	2014-07-31 14:29:47	2014-07-31 21:29:47
54.75.238.163	479	2014-07-31 14:30:47	2014-07-31 21:30:47
54.75.238.163	498	2014-07-31 14:31:47	2014-07-31 21:31:47
54.75.238.163	506	2014-07-31 14:32:47	2014-07-31 21:32:47
54.75.238.163	494	2014-07-31 14:33:47	2014-07-31 21:33:47
54.75.238.163	500	2014-07-31 14:34:47	2014-07-31 21:34:47
54.75.238.163	484	2014-07-31 14:36:17	2014-07-31 21:36:17
54.75.238.163	491	2014-07-31 14:37:17	2014-07-31 21:37:17
54.75.238.163	491	2014-07-31 14:38:17	2014-07-31 21:38:17
54.75.238.163	488	2014-07-31 14:39:17	2014-07-31 21:39:17
54.75.238.163	494	2014-07-31 14:40:17	2014-07-31 21:40:17
54.75.238.163	494	2014-07-31 14:41:17	2014-07-31 21:41:17
54.75.238.163	472	2014-07-31 14:42:47	2014-07-31 21:42:47
54.75.238.163	468	2014-07-31 14:43:47	2014-07-31 21:43:47
54.75.238.163	503	2014-07-31 14:45:17	2014-07-31 21:45:17
54.75.238.163	498	2014-07-31 14:46:17	2014-07-31 21:46:17
54.75.238.163	503	2014-07-31 14:47:17	2014-07-31 21:47:17
54.75.238.163	491	2014-07-31 14:48:17	2014-07-31 21:48:17
54.75.238.163	489	2014-07-31 14:49:17	2014-07-31 21:49:17
54.75.238.163	494	2014-07-31 14:50:17	2014-07-31 21:50:17
54.75.238.163	512	2014-07-31 14:51:17	2014-07-31 21:51:17
54.75.238.163	507	2014-07-31 14:52:17	2014-07-31 21:52:17
54.75.238.163	516	2014-07-31 14:53:17	2014-07-31 21:53:17
54.75.238.163	513	2014-07-31 14:54:17	2014-07-31 21:54:17
54.75.238.163	524	2014-07-31 14:55:17	2014-07-31 21:55:17
54.75.238.163	553	2014-07-31 14:56:47	2014-07-31 21:56:47
54.75.238.163	539	2014-07-31 14:57:47	2014-07-31 21:57:47
54.75.238.163	552	2014-07-31 14:58:47	2014-07-31 21:58:47
54.75.238.163	532	2014-07-31 15:00:17	2014-07-31 22:00:17
54.75.238.163	529	2014-07-31 15:01:17	2014-07-31 22:01:17
54.75.238.163	540	2014-07-31 15:02:18	2014-07-31 22:02:18
54.75.238.163	549	2014-07-31 15:03:17	2014-07-31 22:03:17
54.75.238.163	533	2014-07-31 15:04:17	2014-07-31 22:04:17
54.75.238.163	539	2014-07-31 15:05:17	2014-07-31 22:05:17
54.75.238.163	538	2014-07-31 15:06:17	2014-07-31 22:06:17
54.75.238.163	550	2014-07-31 15:07:47	2014-07-31 22:07:47
54.75.238.163	552	2014-07-31 15:08:47	2014-07-31 22:08:47
54.75.238.163	550	2014-07-31 15:09:47	2014-07-31 22:09:47
54.75.238.163	550	2014-07-31 15:11:17	2014-07-31 22:11:17
54.75.238.163	565	2014-07-31 15:12:18	2014-07-31 22:12:18
54.75.238.163	564	2014-07-31 15:13:17	2014-07-31 22:13:17
54.75.238.163	574	2014-07-31 15:14:18	2014-07-31 22:14:18
54.75.238.163	563	2014-07-31 15:15:17	2014-07-31 22:15:17
54.75.238.163	566	2014-07-31 15:16:47	2014-07-31 22:16:47
54.75.238.163	545	2014-07-31 15:18:17	2014-07-31 22:18:17
54.75.238.163	557	2014-07-31 15:19:17	2014-07-31 22:19:17
54.75.238.163	564	2014-07-31 15:20:17	2014-07-31 22:20:17
54.75.238.163	548	2014-07-31 15:21:17	2014-07-31 22:21:17
54.75.238.163	549	2014-07-31 15:22:17	2014-07-31 22:22:17
54.75.238.163	541	2014-07-31 15:23:17	2014-07-31 22:23:17
54.75.238.163	552	2014-07-31 15:24:18	2014-07-31 22:24:18
54.75.238.163	543	2014-07-31 15:25:47	2014-07-31 22:25:47
54.75.238.163	537	2014-07-31 15:26:47	2014-07-31 22:26:47
54.75.238.163	537	2014-07-31 15:27:48	2014-07-31 22:27:48
54.75.238.163	539	2014-07-31 15:29:17	2014-07-31 22:29:17
54.75.238.163	553	2014-07-31 15:30:17	2014-07-31 22:30:17
54.75.238.163	551	2014-07-31 15:31:18	2014-07-31 22:31:18
54.75.238.163	560	2014-07-31 15:32:47	2014-07-31 22:32:47
54.75.238.163	551	2014-07-31 15:33:47	2014-07-31 22:33:47
54.75.238.163	552	2014-07-31 15:34:48	2014-07-31 22:34:48
54.75.238.163	561	2014-07-31 15:35:47	2014-07-31 22:35:47
54.75.238.163	578	2014-07-31 15:36:48	2014-07-31 22:36:48
54.75.238.163	575	2014-07-31 15:37:48	2014-07-31 22:37:48
54.75.238.163	572	2014-07-31 15:38:48	2014-07-31 22:38:48
54.75.238.163	579	2014-07-31 15:39:48	2014-07-31 22:39:48
54.75.238.163	580	2014-07-31 15:40:48	2014-07-31 22:40:48
54.75.238.163	577	2014-07-31 15:41:48	2014-07-31 22:41:48
54.75.238.163	574	2014-07-31 15:42:48	2014-07-31 22:42:48
54.75.238.163	571	2014-07-31 15:43:48	2014-07-31 22:43:48
54.75.238.163	578	2014-07-31 15:44:48	2014-07-31 22:44:48
54.75.238.163	589	2014-07-31 15:45:48	2014-07-31 22:45:48
54.75.238.163	592	2014-07-31 15:46:48	2014-07-31 22:46:48
54.75.238.163	590	2014-07-31 15:47:48	2014-07-31 22:47:48
54.75.238.163	576	2014-07-31 15:48:48	2014-07-31 22:48:48
54.75.238.163	581	2014-07-31 15:49:48	2014-07-31 22:49:48
54.75.238.163	573	2014-07-31 15:50:48	2014-07-31 22:50:48
54.75.238.163	578	2014-07-31 15:51:48	2014-07-31 22:51:48
54.75.238.163	583	2014-07-31 15:53:18	2014-07-31 22:53:18
54.75.238.163	582	2014-07-31 15:54:18	2014-07-31 22:54:18
54.75.238.163	591	2014-07-31 15:55:18	2014-07-31 22:55:18
54.75.238.163	605	2014-07-31 15:56:18	2014-07-31 22:56:18
54.75.238.163	593	2014-07-31 15:57:18	2014-07-31 22:57:18
54.75.238.163	593	2014-07-31 15:58:18	2014-07-31 22:58:18
54.75.238.163	585	2014-07-31 15:59:18	2014-07-31 22:59:18
54.75.238.163	594	2014-07-31 16:00:18	2014-07-31 23:00:18
54.75.238.163	594	2014-07-31 16:01:18	2014-07-31 23:01:18
54.75.238.163	615	2014-07-31 16:02:48	2014-07-31 23:02:48
54.75.238.163	609	2014-07-31 16:03:48	2014-07-31 23:03:48
54.75.238.163	608	2014-07-31 16:05:20	2014-07-31 23:05:20
54.75.238.163	595	2014-07-31 16:06:18	2014-07-31 23:06:18
54.75.238.163	600	2014-07-31 16:07:18	2014-07-31 23:07:18
54.75.238.163	609	2014-07-31 16:08:18	2014-07-31 23:08:18
54.75.238.163	618	2014-07-31 16:09:18	2014-07-31 23:09:18
54.75.238.163	628	2014-07-31 16:10:18	2014-07-31 23:10:18
54.75.238.163	631	2014-07-31 16:11:18	2014-07-31 23:11:18
54.75.238.163	620	2014-07-31 16:12:18	2014-07-31 23:12:18
54.75.238.163	641	2014-07-31 16:13:48	2014-07-31 23:13:48
54.75.238.163	641	2014-07-31 16:14:48	2014-07-31 23:14:48
54.75.238.163	626	2014-07-31 16:15:48	2014-07-31 23:15:48
54.75.238.163	615	2014-07-31 16:17:18	2014-07-31 23:17:18
54.75.238.163	638	2014-07-31 16:18:18	2014-07-31 23:18:18
54.75.238.163	640	2014-07-31 16:19:18	2014-07-31 23:19:18
54.75.238.163	632	2014-07-31 16:20:18	2014-07-31 23:20:18
54.75.238.163	655	2014-07-31 16:21:18	2014-07-31 23:21:18
54.75.238.163	637	2014-07-31 16:22:18	2014-07-31 23:22:18
54.75.238.163	626	2014-07-31 16:23:48	2014-07-31 23:23:48
54.75.238.163	617	2014-07-31 16:24:48	2014-07-31 23:24:48
54.75.238.163	621	2014-07-31 16:26:18	2014-07-31 23:26:18
54.75.238.163	601	2014-07-31 16:27:18	2014-07-31 23:27:18
54.75.238.163	606	2014-07-31 16:28:18	2014-07-31 23:28:18
54.75.238.163	613	2014-07-31 16:29:18	2014-07-31 23:29:18
54.75.238.163	621	2014-07-31 16:30:18	2014-07-31 23:30:18
54.75.238.163	628	2014-07-31 16:31:18	2014-07-31 23:31:18
54.75.238.163	624	2014-07-31 16:32:18	2014-07-31 23:32:18
54.75.238.163	631	2014-07-31 16:33:48	2014-07-31 23:33:48
54.75.238.163	642	2014-07-31 16:34:48	2014-07-31 23:34:48
54.75.238.163	642	2014-07-31 16:36:18	2014-07-31 23:36:18
54.75.238.163	640	2014-07-31 16:37:18	2014-07-31 23:37:18
54.75.238.163	616	2014-07-31 16:38:19	2014-07-31 23:38:19
54.75.238.163	613	2014-07-31 16:39:48	2014-07-31 23:39:48
54.75.238.163	613	2014-07-31 16:40:48	2014-07-31 23:40:48
54.75.238.163	622	2014-07-31 16:41:48	2014-07-31 23:41:48
54.75.238.163	612	2014-07-31 16:42:48	2014-07-31 23:42:48
54.75.238.163	611	2014-07-31 16:43:48	2014-07-31 23:43:48
54.75.238.163	616	2014-07-31 16:44:48	2014-07-31 23:44:48
54.75.238.163	608	2014-07-31 16:45:48	2014-07-31 23:45:48
54.75.238.163	615	2014-07-31 16:46:48	2014-07-31 23:46:48
54.75.238.163	640	2014-07-31 16:47:48	2014-07-31 23:47:48
54.75.238.163	631	2014-07-31 16:48:48	2014-07-31 23:48:48
54.75.238.163	626	2014-07-31 16:49:48	2014-07-31 23:49:48
54.75.238.163	636	2014-07-31 16:50:48	2014-07-31 23:50:48
54.75.238.163	641	2014-07-31 16:51:48	2014-07-31 23:51:48
54.75.238.163	618	2014-07-31 16:52:48	2014-07-31 23:52:48
54.75.238.163	630	2014-07-31 16:54:18	2014-07-31 23:54:18
54.75.238.163	645	2014-07-31 16:55:18	2014-07-31 23:55:18
54.75.238.163	644	2014-07-31 16:56:48	2014-07-31 23:56:48
54.75.238.163	644	2014-07-31 16:57:48	2014-07-31 23:57:48
54.75.238.163	630	2014-07-31 16:58:48	2014-07-31 23:58:48
54.75.238.163	668	2014-07-31 17:00:18	2014-08-01 00:00:18
54.75.238.163	660	2014-07-31 17:01:18	2014-08-01 00:01:18
54.75.238.163	667	2014-07-31 17:02:18	2014-08-01 00:02:18
54.75.238.163	664	2014-07-31 17:03:18	2014-08-01 00:03:18
54.75.238.163	668	2014-07-31 17:04:18	2014-08-01 00:04:18
54.75.238.163	656	2014-07-31 17:05:18	2014-08-01 00:05:18
54.75.238.163	632	2014-07-31 17:06:49	2014-08-01 00:06:49
54.75.238.163	630	2014-07-31 17:07:48	2014-08-01 00:07:48
54.75.238.163	636	2014-07-31 17:09:18	2014-08-01 00:09:18
54.75.238.163	657	2014-07-31 17:10:18	2014-08-01 00:10:18
54.75.238.163	640	2014-07-31 17:11:18	2014-08-01 00:11:18
54.75.238.163	636	2014-07-31 17:12:48	2014-08-01 00:12:48
54.75.238.163	631	2014-07-31 17:13:48	2014-08-01 00:13:48
54.75.238.163	627	2014-07-31 17:14:48	2014-08-01 00:14:48
54.75.238.163	630	2014-07-31 17:15:48	2014-08-01 00:15:48
54.75.238.163	624	2014-07-31 17:16:48	2014-08-01 00:16:48
54.75.238.163	614	2014-07-31 17:17:48	2014-08-01 00:17:48
